"section","n","tau","kappa","estimator","replications","coverage","rejection_count","rejection_rate","MCSE","Wilson_lower","Wilson_upper","mean_W_true","median_W_true","q90_W_true","q95_W_true","max_W_true","coverage_rank","q50","q90","q95","q99","mean","maximum","q90_chisq2","q95_chisq2","q99_chisq2","aggregation","pilot_RMSE","authors_RMSE","RMSE_difference","RMSE_ratio","pilot_MAE","authors_MAE","MAE_difference","MAE_ratio","pilot_bias_estimate_minus_truth","pilot_bias_truth_minus_estimate","authors_bias_truth_minus_estimate","harmonized_bias_difference","all_grid_accepted_but_not_covered","no_grid_point_accepted_but_covered","grid_measure_four_but_not_covered","delta","power","null_rejection_rate","power_below_size","metric","value"
"coverage_matrix",500,0.75,0.1,"Oracle-GMM",50,0.98,1,0.02,0.0197989898732233,0.895045564103622,0.996460740728354,1.44412427705896,1.17697975460094,2.80703946278195,3.40744279753594,7.6767973912176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"coverage_matrix",500,0.75,0.1,"Full-GMM",50,0.98,1,0.02,0.0197989898732233,0.895045564103622,0.996460740728354,2.17576985615711,1.6308239166931,4.53785142840969,4.98078668119179,8.70773492548894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"coverage_matrix",500,0.75,0.1,"DML-IVQR",50,1,0,0,0,0.928652400866641,1,1.65565603333459,1.33725769337771,3.76256167871425,4.6827502961668,5.33236334616506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"coverage_matrix",500,0.9,1,"Oracle-GMM",50,0.94,3,0.06,0.0335857112474933,0.837829083111618,0.979385029651026,2.51275175670737,1.49485492805336,4.41838027200215,6.9754419150033,17.7322454298241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"coverage_matrix",500,0.9,1,"Full-GMM",50,0.42,29,0.58,0.0697997134664606,0.29375003354712,0.557665582314218,7.57994765790494,6.44391228208959,15.5703790745233,16.2751649434889,25.0006541183203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"coverage_matrix",500,0.9,1,"DML-IVQR",50,0.64,18,0.36,0.0678822509939086,0.501410168761127,0.758612503481533,5.45141149585494,4.41729240447183,9.30369801329616,15.0070832467695,18.9659503816707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"coverage_matrix",500,0.9,0.5,"Oracle-GMM",50,0.96,2,0.04,0.027712812921102,0.86539909312493,0.98896111567238,1.87530809835638,1.35341753842676,4.35273179487815,4.90843130710223,8.84809878275008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"coverage_matrix",500,0.9,0.5,"Full-GMM",50,0.94,3,0.06,0.0335857112474933,0.837829083111618,0.979385029651026,2.59300782144521,2.13323874987405,5.11170536602804,6.16372230460659,9.98882064054732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"coverage_matrix",500,0.9,0.5,"DML-IVQR",50,0.94,3,0.06,0.0335857112474933,0.837829083111618,0.979385029651026,2.52407552499739,1.60135799860135,4.79877406363181,6.52200102585591,16.6511900075547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"coverage_matrix",500,0.9,0.25,"Oracle-GMM",50,0.98,1,0.02,0.0197989898732233,0.895045564103622,0.996460740728354,1.59948332854734,1.22734203749624,3.15631045982472,3.55739121653567,8.06731195099121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
