"rep_id","rep_seed","n","tau","kappa","estimator","delta","alpha_false","W_false","rejected_false","status"
1,20260821,1000,0.1,0.5,"Full-GMM",0.5,0.218448434455399,0.391546593150205,FALSE,"OK"
1,20260821,1000,0.1,0.5,"Oracle-GMM",-0.5,-0.781551565544601,30.7818288686028,TRUE,"OK"
1,20260821,1000,0.1,0.5,"Oracle-GMM",-0.25,-0.531551565544601,28.7394981851002,TRUE,"OK"
1,20260821,1000,0.1,0.5,"Oracle-GMM",0.25,-0.0315515655446008,0.733786889816485,FALSE,"OK"
1,20260821,1000,0.1,0.5,"Oracle-GMM",0.5,0.218448434455399,0.891878166168488,FALSE,"OK"
1,20260821,1000,0.1,0.25,"DML-IVQR",-0.5,-0.781551565544601,17.4399417015495,TRUE,"OK"
1,20260821,1000,0.1,0.25,"DML-IVQR",-0.25,-0.531551565544601,24.1355013642666,TRUE,"OK"
1,20260821,1000,0.1,0.25,"DML-IVQR",0.25,-0.0315515655446008,3.08822862062284,FALSE,"OK"
1,20260821,1000,0.1,0.25,"DML-IVQR",0.5,0.218448434455399,0.370532777423798,FALSE,"OK"
1,20260821,1000,0.1,0.25,"Full-GMM",-0.5,-0.781551565544601,11.6502416964809,TRUE,"OK"
1,20260821,1000,0.1,0.25,"Full-GMM",-0.25,-0.531551565544601,16.8324240950011,TRUE,"OK"
1,20260821,1000,0.1,0.25,"Full-GMM",0.25,-0.0315515655446008,5.99830712500742,TRUE,"OK"
1,20260821,1000,0.1,0.25,"Full-GMM",0.5,0.218448434455399,2.71521635833134,FALSE,"OK"
1,20260821,1000,0.1,0.25,"Oracle-GMM",-0.5,-0.781551565544601,20.4589343672644,TRUE,"OK"
1,20260821,1000,0.1,0.25,"Oracle-GMM",-0.25,-0.531551565544601,24.4145885599706,TRUE,"OK"
1,20260821,1000,0.1,0.25,"Oracle-GMM",0.25,-0.0315515655446008,1.00269667187858,FALSE,"OK"
1,20260821,1000,0.1,0.25,"Oracle-GMM",0.5,0.218448434455399,0.0465604411162287,FALSE,"OK"
1,20260821,1000,0.1,0.1,"DML-IVQR",-0.5,-0.781551565544601,16.286720001732,TRUE,"OK"
1,20260821,1000,0.1,0.1,"DML-IVQR",-0.25,-0.531551565544601,23.0658470148288,TRUE,"OK"
1,20260821,1000,0.1,0.1,"DML-IVQR",0.25,-0.0315515655446008,3.28160950253231,FALSE,"OK"
1,20260821,1000,0.1,0.1,"DML-IVQR",0.5,0.218448434455399,2.08817247473874,FALSE,"OK"
1,20260821,1000,0.1,0.1,"Full-GMM",-0.5,-0.781551565544601,9.62753382173872,TRUE,"OK"
1,20260821,1000,0.1,0.1,"Full-GMM",-0.25,-0.531551565544601,19.0637350928104,TRUE,"OK"
1,20260821,1000,0.1,0.1,"Full-GMM",0.25,-0.0315515655446008,8.45844319565931,TRUE,"OK"
1,20260821,1000,0.1,0.1,"Full-GMM",0.5,0.218448434455399,0.803513847691113,FALSE,"OK"
1,20260821,1000,0.1,0.1,"Oracle-GMM",-0.5,-0.781551565544601,11.3350484750134,TRUE,"OK"
1,20260821,1000,0.1,0.1,"Oracle-GMM",-0.25,-0.531551565544601,11.0142222473859,TRUE,"OK"
1,20260821,1000,0.1,0.1,"Oracle-GMM",0.25,-0.0315515655446008,0.353169932082856,FALSE,"OK"
1,20260821,1000,0.1,0.1,"Oracle-GMM",0.5,0.218448434455399,0.49573357330418,FALSE,"OK"
1,20260821,1000,0.25,1,"DML-IVQR",-0.5,-0.174489750196082,53.3646327138902,TRUE,"OK"
1,20260821,1000,0.25,1,"DML-IVQR",-0.25,0.0755102498039183,15.843880367453,TRUE,"OK"
1,20260821,1000,0.25,1,"DML-IVQR",0.25,0.575510249803918,1.38682251217921,FALSE,"OK"
1,20260821,1000,0.25,1,"DML-IVQR",0.5,0.825510249803918,12.2800032152788,TRUE,"OK"
1,20260821,1000,0.25,1,"Full-GMM",-0.5,-0.174489750196082,42.9461943228492,TRUE,"OK"
1,20260821,1000,0.25,1,"Full-GMM",-0.25,0.0755102498039183,28.6459262415201,TRUE,"OK"
1,20260821,1000,0.25,1,"Full-GMM",0.25,0.575510249803918,3.21553049591663,FALSE,"OK"
1,20260821,1000,0.25,1,"Full-GMM",0.5,0.825510249803918,4.34500223135249,FALSE,"OK"
1,20260821,1000,0.25,1,"Oracle-GMM",-0.5,-0.174489750196082,60.8049519811263,TRUE,"OK"
1,20260821,1000,0.25,1,"Oracle-GMM",-0.25,0.0755102498039183,27.843662831241,TRUE,"OK"
1,20260821,1000,0.25,1,"Oracle-GMM",0.25,0.575510249803918,3.6487103354936,FALSE,"OK"
1,20260821,1000,0.25,1,"Oracle-GMM",0.5,0.825510249803918,24.9517096299965,TRUE,"OK"
1,20260821,1000,0.25,0.5,"DML-IVQR",-0.5,-0.174489750196082,16.5528749820474,TRUE,"OK"
1,20260821,1000,0.25,0.5,"DML-IVQR",-0.25,0.0755102498039183,10.9225120532796,TRUE,"OK"
1,20260821,1000,0.25,0.5,"DML-IVQR",0.25,0.575510249803918,0.769596447458029,FALSE,"OK"
1,20260821,1000,0.25,0.5,"DML-IVQR",0.5,0.825510249803918,3.10137123211037,FALSE,"OK"
1,20260821,1000,0.25,0.5,"Full-GMM",-0.5,-0.174489750196082,31.2189813578392,TRUE,"OK"
1,20260821,1000,0.25,0.5,"Full-GMM",-0.25,0.0755102498039183,10.8943314702489,TRUE,"OK"
1,20260821,1000,0.25,0.5,"Full-GMM",0.25,0.575510249803918,0.939285485589373,FALSE,"OK"
1,20260821,1000,0.25,0.5,"Full-GMM",0.5,0.825510249803918,0.863868433761474,FALSE,"OK"
1,20260821,1000,0.25,0.5,"Oracle-GMM",-0.5,-0.174489750196082,23.7216387932734,TRUE,"OK"
1,20260821,1000,0.25,0.5,"Oracle-GMM",-0.25,0.0755102498039183,17.8617418181666,TRUE,"OK"
1,20260821,1000,0.25,0.5,"Oracle-GMM",0.25,0.575510249803918,0.02413280125651,FALSE,"OK"
1,20260821,1000,0.25,0.5,"Oracle-GMM",0.5,0.825510249803918,6.8168152594151,TRUE,"OK"
1,20260821,1000,0.25,0.25,"DML-IVQR",-0.5,-0.174489750196082,11.7015554053123,TRUE,"OK"
1,20260821,1000,0.25,0.25,"DML-IVQR",-0.25,0.0755102498039183,8.07303152756147,TRUE,"OK"
1,20260821,1000,0.25,0.25,"DML-IVQR",0.25,0.575510249803918,0.103398503036453,FALSE,"OK"
1,20260821,1000,0.25,0.25,"DML-IVQR",0.5,0.825510249803918,1.23027835084605,FALSE,"OK"
1,20260821,1000,0.25,0.25,"Full-GMM",-0.5,-0.174489750196082,19.0115366159153,TRUE,"OK"
1,20260821,1000,0.25,0.25,"Full-GMM",-0.25,0.0755102498039183,5.2349098182918,FALSE,"OK"
1,20260821,1000,0.25,0.25,"Full-GMM",0.25,0.575510249803918,0.235842959972578,FALSE,"OK"
1,20260821,1000,0.25,0.25,"Full-GMM",0.5,0.825510249803918,0.624612169445268,FALSE,"OK"
1,20260821,1000,0.25,0.25,"Oracle-GMM",-0.5,-0.174489750196082,10.9731677952383,TRUE,"OK"
1,20260821,1000,0.25,0.25,"Oracle-GMM",-0.25,0.0755102498039183,9.74605889539432,TRUE,"OK"
1,20260821,1000,0.25,0.25,"Oracle-GMM",0.25,0.575510249803918,0.145547305442044,FALSE,"OK"
1,20260821,1000,0.25,0.25,"Oracle-GMM",0.5,0.825510249803918,1.49651145730847,FALSE,"OK"
1,20260821,1000,0.25,0.1,"DML-IVQR",-0.5,-0.174489750196082,8.11245388567631,TRUE,"OK"
1,20260821,1000,0.25,0.1,"DML-IVQR",-0.25,0.0755102498039183,7.74089989430813,TRUE,"OK"
1,20260821,1000,0.25,0.1,"DML-IVQR",0.25,0.575510249803918,0.162557675333622,FALSE,"OK"
1,20260821,1000,0.25,0.1,"DML-IVQR",0.5,0.825510249803918,0.527392504994696,FALSE,"OK"
1,20260821,1000,0.25,0.1,"Full-GMM",-0.5,-0.174489750196082,2.00733985327269,FALSE,"OK"
1,20260821,1000,0.25,0.1,"Full-GMM",-0.25,0.0755102498039183,1.14130316062276,FALSE,"OK"
1,20260821,1000,0.25,0.1,"Full-GMM",0.25,0.575510249803918,0.0311266071785001,FALSE,"OK"
1,20260821,1000,0.25,0.1,"Full-GMM",0.5,0.825510249803918,0.56899100976243,FALSE,"OK"
1,20260821,1000,0.25,0.1,"Oracle-GMM",-0.5,-0.174489750196082,6.91267858049073,TRUE,"OK"
1,20260821,1000,0.25,0.1,"Oracle-GMM",-0.25,0.0755102498039183,5.82805491116184,FALSE,"OK"
1,20260821,1000,0.25,0.1,"Oracle-GMM",0.25,0.575510249803918,0.349987799594976,FALSE,"OK"
1,20260821,1000,0.25,0.1,"Oracle-GMM",0.5,0.825510249803918,0.829720103489567,FALSE,"OK"
1,20260821,1000,0.5,1,"DML-IVQR",-0.5,0.5,58.2307361181475,TRUE,"OK"
1,20260821,1000,0.5,1,"DML-IVQR",-0.25,0.75,24.1341506056452,TRUE,"OK"
1,20260821,1000,0.5,1,"DML-IVQR",0.25,1.25,8.26105945713122,TRUE,"OK"
1,20260821,1000,0.5,1,"DML-IVQR",0.5,1.5,36.8600684919338,TRUE,"OK"
1,20260821,1000,0.5,1,"Full-GMM",-0.5,0.5,47.7918135888902,TRUE,"OK"
1,20260821,1000,0.5,1,"Full-GMM",-0.25,0.75,16.665856754437,TRUE,"OK"
1,20260821,1000,0.5,1,"Full-GMM",0.25,1.25,3.32700576776595,FALSE,"OK"
1,20260821,1000,0.5,1,"Full-GMM",0.5,1.5,15.4807995413314,TRUE,"OK"
1,20260821,1000,0.5,1,"Oracle-GMM",-0.5,0.5,63.2896112467371,TRUE,"OK"
1,20260821,1000,0.5,1,"Oracle-GMM",-0.25,0.75,28.0360968654245,TRUE,"OK"
1,20260821,1000,0.5,1,"Oracle-GMM",0.25,1.25,12.8009323619614,TRUE,"OK"
1,20260821,1000,0.5,1,"Oracle-GMM",0.5,1.5,34.9906063279353,TRUE,"OK"
1,20260821,1000,0.5,0.5,"DML-IVQR",-0.5,0.5,20.0269505833581,TRUE,"OK"
1,20260821,1000,0.5,0.5,"DML-IVQR",-0.25,0.75,8.11413655043743,TRUE,"OK"
1,20260821,1000,0.5,0.5,"DML-IVQR",0.25,1.25,1.44922460374054,FALSE,"OK"
1,20260821,1000,0.5,0.5,"DML-IVQR",0.5,1.5,9.00195714371137,TRUE,"OK"
1,20260821,1000,0.5,0.5,"Full-GMM",-0.5,0.5,20.0387397095907,TRUE,"OK"
1,20260821,1000,0.5,0.5,"Full-GMM",-0.25,0.75,8.85510102218829,TRUE,"OK"
1,20260821,1000,0.5,0.5,"Full-GMM",0.25,1.25,0.0332719003220718,FALSE,"OK"
1,20260821,1000,0.5,0.5,"Full-GMM",0.5,1.5,1.45760938958077,FALSE,"OK"
1,20260821,1000,0.5,0.5,"Oracle-GMM",-0.5,0.5,18.0997845640224,TRUE,"OK"
1,20260821,1000,0.5,0.5,"Oracle-GMM",-0.25,0.75,8.27675578721577,TRUE,"OK"
1,20260821,1000,0.5,0.5,"Oracle-GMM",0.25,1.25,3.38370302620788,FALSE,"OK"
1,20260821,1000,0.5,0.5,"Oracle-GMM",0.5,1.5,7.64387565127251,TRUE,"OK"
1,20260821,1000,0.5,0.25,"DML-IVQR",-0.5,0.5,6.19645410645034,TRUE,"OK"
1,20260821,1000,0.5,0.25,"DML-IVQR",-0.25,0.75,6.65606781202769,TRUE,"OK"
1,20260821,1000,0.5,0.25,"DML-IVQR",0.25,1.25,0.340524077154043,FALSE,"OK"
1,20260821,1000,0.5,0.25,"DML-IVQR",0.5,1.5,1.58354540048332,FALSE,"OK"
1,20260821,1000,0.5,0.25,"Full-GMM",-0.5,0.5,4.62550466865574,FALSE,"OK"
1,20260821,1000,0.5,0.25,"Full-GMM",-0.25,0.75,2.3532197890925,FALSE,"OK"
1,20260821,1000,0.5,0.25,"Full-GMM",0.25,1.25,0.428431235108996,FALSE,"OK"
1,20260821,1000,0.5,0.25,"Full-GMM",0.5,1.5,0.0823186931613346,FALSE,"OK"
1,20260821,1000,0.5,0.25,"Oracle-GMM",-0.5,0.5,6.7981546857183,TRUE,"OK"
1,20260821,1000,0.5,0.25,"Oracle-GMM",-0.25,0.75,3.57000137789404,FALSE,"OK"
1,20260821,1000,0.5,0.25,"Oracle-GMM",0.25,1.25,1.63354132487985,FALSE,"OK"
1,20260821,1000,0.5,0.25,"Oracle-GMM",0.5,1.5,3.55181042549732,FALSE,"OK"
1,20260821,1000,0.5,0.1,"DML-IVQR",-0.5,0.5,3.44928789607824,FALSE,"OK"
1,20260821,1000,0.5,0.1,"DML-IVQR",-0.25,0.75,4.01635198333363,FALSE,"OK"
1,20260821,1000,0.5,0.1,"DML-IVQR",0.25,1.25,0.807766388468655,FALSE,"OK"
1,20260821,1000,0.5,0.1,"DML-IVQR",0.5,1.5,0.42871581905749,FALSE,"OK"
1,20260821,1000,0.5,0.1,"Full-GMM",-0.5,0.5,2.73182673233941,FALSE,"OK"
1,20260821,1000,0.5,0.1,"Full-GMM",-0.25,0.75,1.08218178436295,FALSE,"OK"
1,20260821,1000,0.5,0.1,"Full-GMM",0.25,1.25,2.76414969146955,FALSE,"OK"
1,20260821,1000,0.5,0.1,"Full-GMM",0.5,1.5,0.264594812964411,FALSE,"OK"
1,20260821,1000,0.5,0.1,"Oracle-GMM",-0.5,0.5,2.08572441591932,FALSE,"OK"
1,20260821,1000,0.5,0.1,"Oracle-GMM",-0.25,0.75,1.91389324042834,FALSE,"OK"
1,20260821,1000,0.5,0.1,"Oracle-GMM",0.25,1.25,0.429828868161347,FALSE,"OK"
1,20260821,1000,0.5,0.1,"Oracle-GMM",0.5,1.5,1.16189829213862,FALSE,"OK"
1,20260821,1000,0.75,1,"DML-IVQR",-0.5,1.17448975019608,28.4322119902291,TRUE,"OK"
1,20260821,1000,0.75,1,"DML-IVQR",-0.25,1.42448975019608,9.08668928808914,TRUE,"OK"
1,20260821,1000,0.75,1,"DML-IVQR",0.25,1.92448975019608,19.1592074219188,TRUE,"OK"
1,20260821,1000,0.75,1,"DML-IVQR",0.5,2.17448975019608,47.4258232197571,TRUE,"OK"
1,20260821,1000,0.75,1,"Full-GMM",-0.5,1.17448975019608,22.1158069428918,TRUE,"OK"
1,20260821,1000,0.75,1,"Full-GMM",-0.25,1.42448975019608,3.91745969464494,FALSE,"OK"
1,20260821,1000,0.75,1,"Full-GMM",0.25,1.92448975019608,8.91439959194334,TRUE,"OK"
1,20260821,1000,0.75,1,"Full-GMM",0.5,2.17448975019608,27.4778177641044,TRUE,"OK"
1,20260821,1000,0.75,1,"Oracle-GMM",-0.5,1.17448975019608,28.4107087927495,TRUE,"OK"
1,20260821,1000,0.75,1,"Oracle-GMM",-0.25,1.42448975019608,15.9050669428193,TRUE,"OK"
1,20260821,1000,0.75,1,"Oracle-GMM",0.25,1.92448975019608,13.8432471745075,TRUE,"OK"
1,20260821,1000,0.75,1,"Oracle-GMM",0.5,2.17448975019608,41.8634929501372,TRUE,"OK"
1,20260821,1000,0.75,0.5,"DML-IVQR",-0.5,1.17448975019608,16.0439615931616,TRUE,"OK"
1,20260821,1000,0.75,0.5,"DML-IVQR",-0.25,1.42448975019608,7.21535868444125,TRUE,"OK"
1,20260821,1000,0.75,0.5,"DML-IVQR",0.25,1.92448975019608,2.54843863655383,FALSE,"OK"
1,20260821,1000,0.75,0.5,"DML-IVQR",0.5,2.17448975019608,9.45447139171835,TRUE,"OK"
1,20260821,1000,0.75,0.5,"Full-GMM",-0.5,1.17448975019608,7.3119860589056,TRUE,"OK"
1,20260821,1000,0.75,0.5,"Full-GMM",-0.25,1.42448975019608,6.94252349586403,TRUE,"OK"
1,20260821,1000,0.75,0.5,"Full-GMM",0.25,1.92448975019608,0.0107523192471069,FALSE,"OK"
1,20260821,1000,0.75,0.5,"Full-GMM",0.5,2.17448975019608,6.35491367489853,TRUE,"OK"
1,20260821,1000,0.75,0.5,"Oracle-GMM",-0.5,1.17448975019608,13.1773247113007,TRUE,"OK"
1,20260821,1000,0.75,0.5,"Oracle-GMM",-0.25,1.42448975019608,10.5867850354579,TRUE,"OK"
1,20260821,1000,0.75,0.5,"Oracle-GMM",0.25,1.92448975019608,5.26494535083005,FALSE,"OK"
1,20260821,1000,0.75,0.5,"Oracle-GMM",0.5,2.17448975019608,12.8391456443331,TRUE,"OK"
1,20260821,1000,0.75,0.25,"DML-IVQR",-0.5,1.17448975019608,4.95003280727412,FALSE,"OK"
1,20260821,1000,0.75,0.25,"DML-IVQR",-0.25,1.42448975019608,4.44282973269718,FALSE,"OK"
1,20260821,1000,0.75,0.25,"DML-IVQR",0.25,1.92448975019608,1.68665254352221,FALSE,"OK"
1,20260821,1000,0.75,0.25,"DML-IVQR",0.5,2.17448975019608,3.13146691149231,FALSE,"OK"
1,20260821,1000,0.75,0.25,"Full-GMM",-0.5,1.17448975019608,6.14884623438482,TRUE,"OK"
1,20260821,1000,0.75,0.25,"Full-GMM",-0.25,1.42448975019608,5.26012525565388,FALSE,"OK"
1,20260821,1000,0.75,0.25,"Full-GMM",0.25,1.92448975019608,0.20103308059716,FALSE,"OK"
1,20260821,1000,0.75,0.25,"Full-GMM",0.5,2.17448975019608,2.08463919292301,FALSE,"OK"
1,20260821,1000,0.75,0.25,"Oracle-GMM",-0.5,1.17448975019608,5.10399371693461,FALSE,"OK"
1,20260821,1000,0.75,0.25,"Oracle-GMM",-0.25,1.42448975019608,7.31600259748253,TRUE,"OK"
1,20260821,1000,0.75,0.25,"Oracle-GMM",0.25,1.92448975019608,1.13013143996863,FALSE,"OK"
1,20260821,1000,0.75,0.25,"Oracle-GMM",0.5,2.17448975019608,3.56031982869742,FALSE,"OK"
1,20260821,1000,0.75,0.1,"DML-IVQR",-0.5,1.17448975019608,1.91061260233868,FALSE,"OK"
1,20260821,1000,0.75,0.1,"DML-IVQR",-0.25,1.42448975019608,4.39757450008055,FALSE,"OK"
1,20260821,1000,0.75,0.1,"DML-IVQR",0.25,1.92448975019608,2.33388511937655,FALSE,"OK"
1,20260821,1000,0.75,0.1,"DML-IVQR",0.5,2.17448975019608,2.16821905076911,FALSE,"OK"
1,20260821,1000,0.75,0.1,"Full-GMM",-0.5,1.17448975019608,2.27721092692167,FALSE,"OK"
1,20260821,1000,0.75,0.1,"Full-GMM",-0.25,1.42448975019608,6.0858191355266,TRUE,"OK"
1,20260821,1000,0.75,0.1,"Full-GMM",0.25,1.92448975019608,0.63103660013204,FALSE,"OK"
1,20260821,1000,0.75,0.1,"Full-GMM",0.5,2.17448975019608,0.232793404878242,FALSE,"OK"
1,20260821,1000,0.75,0.1,"Oracle-GMM",-0.5,1.17448975019608,2.83897222161625,FALSE,"OK"
1,20260821,1000,0.75,0.1,"Oracle-GMM",-0.25,1.42448975019608,3.33966344015364,FALSE,"OK"
1,20260821,1000,0.75,0.1,"Oracle-GMM",0.25,1.92448975019608,1.50573436080964,FALSE,"OK"
1,20260821,1000,0.75,0.1,"Oracle-GMM",0.5,2.17448975019608,0.877288165221218,FALSE,"OK"
1,20260821,1000,0.9,1,"DML-IVQR",-0.5,1.7815515655446,13.2114697782564,TRUE,"OK"
1,20260821,1000,0.9,1,"DML-IVQR",-0.25,2.0315515655446,1.6401927887523,FALSE,"OK"
1,20260821,1000,0.9,1,"DML-IVQR",0.25,2.5315515655446,18.103171182422,TRUE,"OK"
1,20260821,1000,0.9,1,"DML-IVQR",0.5,2.7815515655446,30.8227093009029,TRUE,"OK"
1,20260821,1000,0.9,1,"Full-GMM",-0.5,1.7815515655446,0.66202078448774,FALSE,"OK"
1,20260821,1000,0.9,1,"Full-GMM",-0.25,2.0315515655446,1.87534688201136,FALSE,"OK"
1,20260821,1000,0.9,1,"Full-GMM",0.25,2.5315515655446,22.242055732679,TRUE,"OK"
1,20260821,1000,0.9,1,"Full-GMM",0.5,2.7815515655446,17.3513559329008,TRUE,"OK"
1,20260821,1000,0.9,1,"Oracle-GMM",-0.5,1.7815515655446,11.3851260969608,TRUE,"OK"
1,20260821,1000,0.9,1,"Oracle-GMM",-0.25,2.0315515655446,4.59441904426648,FALSE,"OK"
1,20260821,1000,0.9,1,"Oracle-GMM",0.25,2.5315515655446,12.8359847268028,TRUE,"OK"
1,20260821,1000,0.9,1,"Oracle-GMM",0.5,2.7815515655446,24.6966288427698,TRUE,"OK"
1,20260821,1000,0.9,0.5,"DML-IVQR",-0.5,1.7815515655446,10.1765736873458,TRUE,"OK"
1,20260821,1000,0.9,0.5,"DML-IVQR",-0.25,2.0315515655446,3.38773907493559,FALSE,"OK"
1,20260821,1000,0.9,0.5,"DML-IVQR",0.25,2.5315515655446,12.8582927301052,TRUE,"OK"
1,20260821,1000,0.9,0.5,"DML-IVQR",0.5,2.7815515655446,14.2883873097136,TRUE,"OK"
1,20260821,1000,0.9,0.5,"Full-GMM",-0.5,1.7815515655446,0.196302194959685,FALSE,"OK"
1,20260821,1000,0.9,0.5,"Full-GMM",-0.25,2.0315515655446,0.101092178269503,FALSE,"OK"
1,20260821,1000,0.9,0.5,"Full-GMM",0.25,2.5315515655446,8.61927622184236,TRUE,"OK"
1,20260821,1000,0.9,0.5,"Full-GMM",0.5,2.7815515655446,18.058899261208,TRUE,"OK"
1,20260821,1000,0.9,0.5,"Oracle-GMM",-0.5,1.7815515655446,5.19214353607967,FALSE,"OK"
1,20260821,1000,0.9,0.5,"Oracle-GMM",-0.25,2.0315515655446,3.21304816936908,FALSE,"OK"
1,20260821,1000,0.9,0.5,"Oracle-GMM",0.25,2.5315515655446,3.96636138628669,FALSE,"OK"
1,20260821,1000,0.9,0.5,"Oracle-GMM",0.5,2.7815515655446,10.0908187567144,TRUE,"OK"
1,20260821,1000,0.9,0.25,"DML-IVQR",-0.5,1.7815515655446,5.91739621165475,FALSE,"OK"
1,20260821,1000,0.9,0.25,"DML-IVQR",-0.25,2.0315515655446,2.58760414704121,FALSE,"OK"
1,20260821,1000,0.9,0.25,"DML-IVQR",0.25,2.5315515655446,3.36410249343498,FALSE,"OK"
1,20260821,1000,0.9,0.25,"DML-IVQR",0.5,2.7815515655446,4.72964765710192,FALSE,"OK"
1,20260821,1000,0.9,0.25,"Full-GMM",-0.5,1.7815515655446,0.633587155977759,FALSE,"OK"
1,20260821,1000,0.9,0.25,"Full-GMM",-0.25,2.0315515655446,1.3591781923639,FALSE,"OK"
1,20260821,1000,0.9,0.25,"Full-GMM",0.25,2.5315515655446,0.586949388953086,FALSE,"OK"
1,20260821,1000,0.9,0.25,"Full-GMM",0.5,2.7815515655446,0.404692777162671,FALSE,"OK"
1,20260821,1000,0.9,0.25,"Oracle-GMM",-0.5,1.7815515655446,4.21909978300247,FALSE,"OK"
1,20260821,1000,0.9,0.25,"Oracle-GMM",-0.25,2.0315515655446,2.56519352305612,FALSE,"OK"
1,20260821,1000,0.9,0.25,"Oracle-GMM",0.25,2.5315515655446,1.54183579053218,FALSE,"OK"
1,20260821,1000,0.9,0.25,"Oracle-GMM",0.5,2.7815515655446,5.68472791158184,FALSE,"OK"
1,20260821,1000,0.9,0.1,"DML-IVQR",-0.5,1.7815515655446,4.09676930248332,FALSE,"OK"
1,20260821,1000,0.9,0.1,"DML-IVQR",-0.25,2.0315515655446,2.89641557845583,FALSE,"OK"
1,20260821,1000,0.9,0.1,"DML-IVQR",0.25,2.5315515655446,2.06864171306087,FALSE,"OK"
1,20260821,1000,0.9,0.1,"DML-IVQR",0.5,2.7815515655446,2.23811357256459,FALSE,"OK"
1,20260821,1000,0.9,0.1,"Full-GMM",-0.5,1.7815515655446,1.5213490227475,FALSE,"OK"
1,20260821,1000,0.9,0.1,"Full-GMM",-0.25,2.0315515655446,1.51986482138319,FALSE,"OK"
1,20260821,1000,0.9,0.1,"Full-GMM",0.25,2.5315515655446,0.470259711773811,FALSE,"OK"
1,20260821,1000,0.9,0.1,"Full-GMM",0.5,2.7815515655446,2.01057071850385,FALSE,"OK"
1,20260821,1000,0.9,0.1,"Oracle-GMM",-0.5,1.7815515655446,1.96744205033168,FALSE,"OK"
1,20260821,1000,0.9,0.1,"Oracle-GMM",-0.25,2.0315515655446,2.36739979004907,FALSE,"OK"
1,20260821,1000,0.9,0.1,"Oracle-GMM",0.25,2.5315515655446,0.174901162848386,FALSE,"OK"
1,20260821,1000,0.9,0.1,"Oracle-GMM",0.5,2.7815515655446,1.18827729463741,FALSE,"OK"
2,20260822,1000,0.1,1,"DML-IVQR",-0.5,-0.781551565544601,24.2562465118737,TRUE,"OK"
2,20260822,1000,0.1,1,"DML-IVQR",-0.25,-0.531551565544601,4.7658700129808,FALSE,"OK"
2,20260822,1000,0.1,1,"DML-IVQR",0.25,-0.0315515655446008,5.35438686520513,FALSE,"OK"
2,20260822,1000,0.1,1,"DML-IVQR",0.5,0.218448434455399,2.6274174315642,FALSE,"OK"
2,20260822,1000,0.1,1,"Full-GMM",-0.5,-0.781551565544601,22.4260461331355,TRUE,"OK"
2,20260822,1000,0.1,1,"Full-GMM",-0.25,-0.531551565544601,6.24559642799559,TRUE,"OK"
2,20260822,1000,0.1,1,"Full-GMM",0.25,-0.0315515655446008,0.157832965743359,FALSE,"OK"
2,20260822,1000,0.1,1,"Full-GMM",0.5,0.218448434455399,1.62951115053783,FALSE,"OK"
2,20260822,1000,0.1,1,"Oracle-GMM",-0.5,-0.781551565544601,25.5519375768731,TRUE,"OK"
2,20260822,1000,0.1,1,"Oracle-GMM",-0.25,-0.531551565544601,12.1345606054175,TRUE,"OK"
