"n","tau","kappa","estimator","Delta","total_replications","successful_power_evaluations","failed_power_evaluations","power","false_acceptance","numerical_failures"
1000,0.5,0.25,"DML-IVQR-BC",-1,500,500,0,0.632,0.368,0
1000,0.75,0.25,"DML-IVQR-BC",-1,500,500,0,0.398,0.602,0
1000,0.9,0.25,"DML-IVQR-BC",-1,500,500,0,0.208,0.792,0
1000,0.1,0.5,"DML-IVQR-BC",-1,500,500,0,0.976,0.024,0
1000,0.25,0.5,"DML-IVQR-BC",-1,500,500,0,0.998,0.002,0
1000,0.5,0.5,"DML-IVQR-BC",-1,500,500,0,0.994,0.006,0
1000,0.75,0.5,"DML-IVQR-BC",-1,500,500,0,0.906,0.094,0
1000,0.9,0.5,"DML-IVQR-BC",-1,500,500,0,0.578,0.422,0
1000,0.1,1,"DML-IVQR-BC",-1,500,500,0,1,0,0
1000,0.25,1,"DML-IVQR-BC",-1,500,500,0,1,0,0
1000,0.5,1,"DML-IVQR-BC",-1,500,500,0,1,0,0
1000,0.75,1,"DML-IVQR-BC",-1,500,500,0,1,0,0
1000,0.9,1,"DML-IVQR-BC",-1,500,500,0,0.99,0.01,0
1000,0.1,0.1,"Oracle-GMM",-0.5,500,500,0,0.104,0.896,0
1000,0.25,0.1,"Oracle-GMM",-0.5,500,500,0,0.106,0.894,0
1000,0.5,0.1,"Oracle-GMM",-0.5,500,500,0,0.082,0.918,0
1000,0.75,0.1,"Oracle-GMM",-0.5,500,500,0,0.054,0.946,0
1000,0.9,0.1,"Oracle-GMM",-0.5,500,500,0,0.062,0.938,0
1000,0.1,0.25,"Oracle-GMM",-0.5,500,500,0,0.342,0.658,0
1000,0.25,0.25,"Oracle-GMM",-0.5,500,500,0,0.386,0.614,0
1000,0.5,0.25,"Oracle-GMM",-0.5,500,500,0,0.316,0.684,0
1000,0.75,0.25,"Oracle-GMM",-0.5,500,500,0,0.154,0.846,0
1000,0.9,0.25,"Oracle-GMM",-0.5,500,500,0,0.086,0.914,0
1000,0.1,0.5,"Oracle-GMM",-0.5,500,500,0,0.852,0.148,0
1000,0.25,0.5,"Oracle-GMM",-0.5,500,500,0,0.902,0.098,0
1000,0.5,0.5,"Oracle-GMM",-0.5,500,500,0,0.85,0.15,0
1000,0.75,0.5,"Oracle-GMM",-0.5,500,500,0,0.526,0.474,0
1000,0.9,0.5,"Oracle-GMM",-0.5,500,500,0,0.228,0.772,0
1000,0.1,1,"Oracle-GMM",-0.5,500,500,0,1,0,0
1000,0.25,1,"Oracle-GMM",-0.5,500,500,0,1,0,0
1000,0.5,1,"Oracle-GMM",-0.5,500,500,0,1,0,0
1000,0.75,1,"Oracle-GMM",-0.5,500,500,0,0.994,0.006,0
1000,0.9,1,"Oracle-GMM",-0.5,500,500,0,0.748,0.252,0
1000,0.1,0.1,"Full-GMM",-0.5,500,500,0,0.08,0.92,0
1000,0.25,0.1,"Full-GMM",-0.5,500,500,0,0.088,0.912,0
1000,0.5,0.1,"Full-GMM",-0.5,500,500,0,0.076,0.924,0
1000,0.75,0.1,"Full-GMM",-0.5,500,500,0,0.064,0.936,0
1000,0.9,0.1,"Full-GMM",-0.5,500,500,0,0.034,0.966,0
1000,0.1,0.25,"Full-GMM",-0.5,500,500,0,0.23,0.77,0
1000,0.25,0.25,"Full-GMM",-0.5,500,500,0,0.322,0.678,0
1000,0.5,0.25,"Full-GMM",-0.5,500,500,0,0.212,0.788,0
1000,0.75,0.25,"Full-GMM",-0.5,500,500,0,0.084,0.916,0
1000,0.9,0.25,"Full-GMM",-0.5,500,500,0,0.05,0.95,0
1000,0.1,0.5,"Full-GMM",-0.5,500,500,0,0.682,0.318,0
1000,0.25,0.5,"Full-GMM",-0.5,500,500,0,0.782,0.218,0
1000,0.5,0.5,"Full-GMM",-0.5,500,500,0,0.634,0.366,0
1000,0.75,0.5,"Full-GMM",-0.5,500,500,0,0.23,0.77,0
1000,0.9,0.5,"Full-GMM",-0.5,500,500,0,0.056,0.944,0
1000,0.1,1,"Full-GMM",-0.5,500,500,0,0.994,0.006,0
1000,0.25,1,"Full-GMM",-0.5,500,500,0,0.998,0.002,0
1000,0.5,1,"Full-GMM",-0.5,500,500,0,0.998,0.002,0
1000,0.75,1,"Full-GMM",-0.5,500,500,0,0.76,0.24,0
1000,0.9,1,"Full-GMM",-0.5,500,500,0,0.112,0.888,0
1000,0.1,0.1,"DML-IVQR-BC",-0.5,500,500,0,0.118,0.882,0
1000,0.25,0.1,"DML-IVQR-BC",-0.5,500,500,0,0.12,0.88,0
1000,0.5,0.1,"DML-IVQR-BC",-0.5,500,500,0,0.104,0.896,0
1000,0.75,0.1,"DML-IVQR-BC",-0.5,500,500,0,0.09,0.91,0
1000,0.9,0.1,"DML-IVQR-BC",-0.5,500,500,0,0.064,0.936,0
1000,0.1,0.25,"DML-IVQR-BC",-0.5,500,500,0,0.306,0.694,0
1000,0.25,0.25,"DML-IVQR-BC",-0.5,500,500,0,0.362,0.638,0
1000,0.5,0.25,"DML-IVQR-BC",-0.5,500,500,0,0.312,0.688,0
1000,0.75,0.25,"DML-IVQR-BC",-0.5,500,500,0,0.194,0.806,0
1000,0.9,0.25,"DML-IVQR-BC",-0.5,500,500,0,0.126,0.874,0
1000,0.1,0.5,"DML-IVQR-BC",-0.5,500,500,0,0.678,0.322,0
1000,0.25,0.5,"DML-IVQR-BC",-0.5,500,500,0,0.832,0.168,0
1000,0.5,0.5,"DML-IVQR-BC",-0.5,500,500,0,0.802,0.198,0
1000,0.75,0.5,"DML-IVQR-BC",-0.5,500,500,0,0.546,0.454,0
1000,0.9,0.5,"DML-IVQR-BC",-0.5,500,500,0,0.224,0.776,0
1000,0.1,1,"DML-IVQR-BC",-0.5,500,500,0,0.988,0.012,0
1000,0.25,1,"DML-IVQR-BC",-0.5,500,500,0,1,0,0
1000,0.5,1,"DML-IVQR-BC",-0.5,500,500,0,1,0,0
1000,0.75,1,"DML-IVQR-BC",-0.5,500,500,0,0.984,0.016,0
1000,0.9,1,"DML-IVQR-BC",-0.5,500,500,0,0.66,0.34,0
1000,0.1,0.1,"Oracle-GMM",-0.25,500,500,0,0.078,0.922,0
1000,0.25,0.1,"Oracle-GMM",-0.25,500,500,0,0.086,0.914,0
1000,0.5,0.1,"Oracle-GMM",-0.25,500,500,0,0.064,0.936,0
1000,0.75,0.1,"Oracle-GMM",-0.25,500,500,0,0.046,0.954,0
1000,0.9,0.1,"Oracle-GMM",-0.25,500,500,0,0.038,0.962,0
1000,0.1,0.25,"Oracle-GMM",-0.25,500,500,0,0.154,0.846,0
1000,0.25,0.25,"Oracle-GMM",-0.25,500,500,0,0.188,0.812,0
1000,0.5,0.25,"Oracle-GMM",-0.25,500,500,0,0.124,0.876,0
1000,0.75,0.25,"Oracle-GMM",-0.25,500,500,0,0.084,0.916,0
1000,0.9,0.25,"Oracle-GMM",-0.25,500,500,0,0.052,0.948,0
1000,0.1,0.5,"Oracle-GMM",-0.25,500,500,0,0.438,0.562,0
1000,0.25,0.5,"Oracle-GMM",-0.25,500,500,0,0.542,0.458,0
1000,0.5,0.5,"Oracle-GMM",-0.25,500,500,0,0.426,0.574,0
1000,0.75,0.5,"Oracle-GMM",-0.25,500,500,0,0.26,0.74,0
1000,0.9,0.5,"Oracle-GMM",-0.25,500,500,0,0.07,0.93,0
1000,0.1,1,"Oracle-GMM",-0.25,500,500,0,0.938,0.062,0
1000,0.25,1,"Oracle-GMM",-0.25,500,500,0,0.98,0.02,0
1000,0.5,1,"Oracle-GMM",-0.25,500,500,0,0.948,0.052,0
1000,0.75,1,"Oracle-GMM",-0.25,500,500,0,0.746,0.254,0
1000,0.9,1,"Oracle-GMM",-0.25,500,500,0,0.322,0.678,0
1000,0.1,0.1,"Full-GMM",-0.25,500,500,0,0.054,0.946,0
1000,0.25,0.1,"Full-GMM",-0.25,500,500,0,0.056,0.944,0
1000,0.5,0.1,"Full-GMM",-0.25,500,500,0,0.054,0.946,0
1000,0.75,0.1,"Full-GMM",-0.25,500,500,0,0.07,0.93,0
1000,0.9,0.1,"Full-GMM",-0.25,500,500,0,0.042,0.958,0
1000,0.1,0.25,"Full-GMM",-0.25,500,500,0,0.144,0.856,0
1000,0.25,0.25,"Full-GMM",-0.25,500,500,0,0.128,0.872,0
1000,0.5,0.25,"Full-GMM",-0.25,500,500,0,0.092,0.908,0
1000,0.75,0.25,"Full-GMM",-0.25,500,500,0,0.04,0.96,0
1000,0.9,0.25,"Full-GMM",-0.25,500,500,0,0.05,0.95,0
1000,0.1,0.5,"Full-GMM",-0.25,500,500,0,0.44,0.56,0
1000,0.25,0.5,"Full-GMM",-0.25,500,500,0,0.418,0.582,0
1000,0.5,0.5,"Full-GMM",-0.25,500,500,0,0.242,0.758,0
1000,0.75,0.5,"Full-GMM",-0.25,500,500,0,0.078,0.922,0
1000,0.9,0.5,"Full-GMM",-0.25,500,500,0,0.074,0.926,0
1000,0.1,1,"Full-GMM",-0.25,500,500,0,0.882,0.118,0
1000,0.25,1,"Full-GMM",-0.25,500,500,0,0.904,0.096,0
1000,0.5,1,"Full-GMM",-0.25,500,500,0,0.692,0.308,0
1000,0.75,1,"Full-GMM",-0.25,500,500,0,0.162,0.838,0
1000,0.9,1,"Full-GMM",-0.25,500,500,0,0.114,0.886,0
1000,0.1,0.1,"DML-IVQR-BC",-0.25,500,500,0,0.076,0.924,0
1000,0.25,0.1,"DML-IVQR-BC",-0.25,500,500,0,0.09,0.91,0
1000,0.5,0.1,"DML-IVQR-BC",-0.25,500,500,0,0.06,0.94,0
1000,0.75,0.1,"DML-IVQR-BC",-0.25,500,500,0,0.08,0.92,0
1000,0.9,0.1,"DML-IVQR-BC",-0.25,500,500,0,0.054,0.946,0
1000,0.1,0.25,"DML-IVQR-BC",-0.25,500,500,0,0.098,0.902,0
1000,0.25,0.25,"DML-IVQR-BC",-0.25,500,500,0,0.156,0.844,0
1000,0.5,0.25,"DML-IVQR-BC",-0.25,500,500,0,0.108,0.892,0
1000,0.75,0.25,"DML-IVQR-BC",-0.25,500,500,0,0.1,0.9,0
1000,0.9,0.25,"DML-IVQR-BC",-0.25,500,500,0,0.062,0.938,0
1000,0.1,0.5,"DML-IVQR-BC",-0.25,500,500,0,0.202,0.798,0
1000,0.25,0.5,"DML-IVQR-BC",-0.25,500,500,0,0.31,0.69,0
1000,0.5,0.5,"DML-IVQR-BC",-0.25,500,500,0,0.284,0.716,0
1000,0.75,0.5,"DML-IVQR-BC",-0.25,500,500,0,0.184,0.816,0
1000,0.9,0.5,"DML-IVQR-BC",-0.25,500,500,0,0.07,0.93,0
1000,0.1,1,"DML-IVQR-BC",-0.25,500,500,0,0.482,0.518,0
1000,0.25,1,"DML-IVQR-BC",-0.25,500,500,0,0.746,0.254,0
1000,0.5,1,"DML-IVQR-BC",-0.25,500,500,0,0.774,0.226,0
1000,0.75,1,"DML-IVQR-BC",-0.25,500,500,0,0.51,0.49,0
1000,0.9,1,"DML-IVQR-BC",-0.25,500,500,0,0.128,0.872,0
1000,0.1,0.1,"Oracle-GMM",0.25,500,500,0,0.056,0.944,0
1000,0.25,0.1,"Oracle-GMM",0.25,500,500,0,0.064,0.936,0
1000,0.5,0.1,"Oracle-GMM",0.25,500,500,0,0.084,0.916,0
1000,0.75,0.1,"Oracle-GMM",0.25,500,500,0,0.07,0.93,0
1000,0.9,0.1,"Oracle-GMM",0.25,500,500,0,0.092,0.908,0
1000,0.1,0.25,"Oracle-GMM",0.25,500,500,0,0.078,0.922,0
1000,0.25,0.25,"Oracle-GMM",0.25,500,500,0,0.124,0.876,0
1000,0.5,0.25,"Oracle-GMM",0.25,500,500,0,0.19,0.81,0
1000,0.75,0.25,"Oracle-GMM",0.25,500,500,0,0.22,0.78,0
1000,0.9,0.25,"Oracle-GMM",0.25,500,500,0,0.166,0.834,0
1000,0.1,0.5,"Oracle-GMM",0.25,500,500,0,0.156,0.844,0
1000,0.25,0.5,"Oracle-GMM",0.25,500,500,0,0.318,0.682,0
1000,0.5,0.5,"Oracle-GMM",0.25,500,500,0,0.54,0.46,0
1000,0.75,0.5,"Oracle-GMM",0.25,500,500,0,0.554,0.446,0
1000,0.9,0.5,"Oracle-GMM",0.25,500,500,0,0.44,0.56,0
1000,0.1,1,"Oracle-GMM",0.25,500,500,0,0.462,0.538,0
1000,0.25,1,"Oracle-GMM",0.25,500,500,0,0.898,0.102,0
1000,0.5,1,"Oracle-GMM",0.25,500,500,0,0.98,0.02,0
1000,0.75,1,"Oracle-GMM",0.25,500,500,0,0.976,0.024,0
1000,0.9,1,"Oracle-GMM",0.25,500,500,0,0.928,0.072,0
1000,0.1,0.1,"Full-GMM",0.25,500,500,0,0.056,0.944,0
1000,0.25,0.1,"Full-GMM",0.25,500,500,0,0.052,0.948,0
1000,0.5,0.1,"Full-GMM",0.25,500,500,0,0.066,0.934,0
1000,0.75,0.1,"Full-GMM",0.25,500,500,0,0.074,0.926,0
1000,0.9,0.1,"Full-GMM",0.25,500,500,0,0.066,0.934,0
1000,0.1,0.25,"Full-GMM",0.25,500,500,0,0.044,0.956,0
1000,0.25,0.25,"Full-GMM",0.25,500,500,0,0.052,0.948,0
1000,0.5,0.25,"Full-GMM",0.25,500,500,0,0.102,0.898,0
1000,0.75,0.25,"Full-GMM",0.25,500,500,0,0.152,0.848,0
1000,0.9,0.25,"Full-GMM",0.25,500,500,0,0.126,0.874,0
1000,0.1,0.5,"Full-GMM",0.25,500,500,0,0.052,0.948,0
1000,0.25,0.5,"Full-GMM",0.25,500,500,0,0.082,0.918,0
1000,0.5,0.5,"Full-GMM",0.25,500,500,0,0.298,0.702,0
1000,0.75,0.5,"Full-GMM",0.25,500,500,0,0.414,0.586,0
1000,0.9,0.5,"Full-GMM",0.25,500,500,0,0.4,0.6,0
1000,0.1,1,"Full-GMM",0.25,500,500,0,0.1,0.9,0
1000,0.25,1,"Full-GMM",0.25,500,500,0,0.282,0.718,0
1000,0.5,1,"Full-GMM",0.25,500,500,0,0.754,0.246,0
1000,0.75,1,"Full-GMM",0.25,500,500,0,0.906,0.094,0
1000,0.9,1,"Full-GMM",0.25,500,500,0,0.84,0.16,0
1000,0.1,0.1,"DML-IVQR-BC",0.25,500,500,0,0.038,0.962,0
1000,0.25,0.1,"DML-IVQR-BC",0.25,500,500,0,0.044,0.956,0
1000,0.5,0.1,"DML-IVQR-BC",0.25,500,500,0,0.07,0.93,0
1000,0.75,0.1,"DML-IVQR-BC",0.25,500,500,0,0.068,0.932,0
1000,0.9,0.1,"DML-IVQR-BC",0.25,500,500,0,0.082,0.918,0
1000,0.1,0.25,"DML-IVQR-BC",0.25,500,500,0,0.028,0.972,0
1000,0.25,0.25,"DML-IVQR-BC",0.25,500,500,0,0.084,0.916,0
1000,0.5,0.25,"DML-IVQR-BC",0.25,500,500,0,0.152,0.848,0
1000,0.75,0.25,"DML-IVQR-BC",0.25,500,500,0,0.212,0.788,0
1000,0.9,0.25,"DML-IVQR-BC",0.25,500,500,0,0.194,0.806,0
1000,0.1,0.5,"DML-IVQR-BC",0.25,500,500,0,0.066,0.934,0
1000,0.25,0.5,"DML-IVQR-BC",0.25,500,500,0,0.262,0.738,0
1000,0.5,0.5,"DML-IVQR-BC",0.25,500,500,0,0.494,0.506,0
1000,0.75,0.5,"DML-IVQR-BC",0.25,500,500,0,0.64,0.36,0
1000,0.9,0.5,"DML-IVQR-BC",0.25,500,500,0,0.616,0.384,0
1000,0.1,1,"DML-IVQR-BC",0.25,500,500,0,0.296,0.704,0
1000,0.25,1,"DML-IVQR-BC",0.25,500,500,0,0.838,0.162,0
1000,0.5,1,"DML-IVQR-BC",0.25,500,500,0,0.988,0.012,0
1000,0.75,1,"DML-IVQR-BC",0.25,500,500,0,0.996,0.004,0
1000,0.9,1,"DML-IVQR-BC",0.25,500,500,0,0.996,0.004,0
1000,0.1,0.1,"Oracle-GMM",0.5,500,500,0,0.058,0.942,0
1000,0.25,0.1,"Oracle-GMM",0.5,500,500,0,0.086,0.914,0
1000,0.5,0.1,"Oracle-GMM",0.5,500,500,0,0.092,0.908,0
1000,0.75,0.1,"Oracle-GMM",0.5,500,500,0,0.142,0.858,0
1000,0.9,0.1,"Oracle-GMM",0.5,500,500,0,0.096,0.904,0
1000,0.1,0.25,"Oracle-GMM",0.5,500,500,0,0.11,0.89,0
1000,0.25,0.25,"Oracle-GMM",0.5,500,500,0,0.224,0.776,0
1000,0.5,0.25,"Oracle-GMM",0.5,500,500,0,0.378,0.622,0
1000,0.75,0.25,"Oracle-GMM",0.5,500,500,0,0.418,0.582,0
1000,0.9,0.25,"Oracle-GMM",0.5,500,500,0,0.338,0.662,0
1000,0.1,0.5,"Oracle-GMM",0.5,500,500,0,0.364,0.636,0
1000,0.25,0.5,"Oracle-GMM",0.5,500,500,0,0.758,0.242,0
1000,0.5,0.5,"Oracle-GMM",0.5,500,500,0,0.94,0.06,0
1000,0.75,0.5,"Oracle-GMM",0.5,500,500,0,0.95,0.05,0
1000,0.9,0.5,"Oracle-GMM",0.5,500,500,0,0.844,0.156,0
1000,0.1,1,"Oracle-GMM",0.5,500,500,0,0.93,0.07,0
1000,0.25,1,"Oracle-GMM",0.5,500,500,0,1,0,0
1000,0.5,1,"Oracle-GMM",0.5,500,500,0,1,0,0
1000,0.75,1,"Oracle-GMM",0.5,500,500,0,1,0,0
1000,0.9,1,"Oracle-GMM",0.5,500,500,0,1,0,0
1000,0.1,0.1,"Full-GMM",0.5,500,500,0,0.05,0.95,0
1000,0.25,0.1,"Full-GMM",0.5,500,500,0,0.066,0.934,0
1000,0.5,0.1,"Full-GMM",0.5,500,500,0,0.098,0.902,0
1000,0.75,0.1,"Full-GMM",0.5,500,500,0,0.096,0.904,0
1000,0.9,0.1,"Full-GMM",0.5,500,500,0,0.06,0.94,0
1000,0.1,0.25,"Full-GMM",0.5,500,500,0,0.05,0.95,0
1000,0.25,0.25,"Full-GMM",0.5,500,500,0,0.112,0.888,0
1000,0.5,0.25,"Full-GMM",0.5,500,500,0,0.238,0.762,0
1000,0.75,0.25,"Full-GMM",0.5,500,500,0,0.292,0.708,0
1000,0.9,0.25,"Full-GMM",0.5,500,500,0,0.258,0.742,0
1000,0.1,0.5,"Full-GMM",0.5,500,500,0,0.046,0.954,0
1000,0.25,0.5,"Full-GMM",0.5,500,500,0,0.35,0.65,0
1000,0.5,0.5,"Full-GMM",0.5,500,500,0,0.726,0.274,0
1000,0.75,0.5,"Full-GMM",0.5,500,500,0,0.786,0.214,0
1000,0.9,0.5,"Full-GMM",0.5,500,500,0,0.672,0.328,0
1000,0.1,1,"Full-GMM",0.5,500,500,0,0.126,0.874,0
1000,0.25,1,"Full-GMM",0.5,500,500,0,0.894,0.106,0
1000,0.5,1,"Full-GMM",0.5,500,500,0,0.998,0.002,0
1000,0.75,1,"Full-GMM",0.5,500,500,0,1,0,0
1000,0.9,1,"Full-GMM",0.5,500,500,0,0.982,0.018,0
1000,0.1,0.1,"DML-IVQR-BC",0.5,500,500,0,0.022,0.978,0
1000,0.25,0.1,"DML-IVQR-BC",0.5,500,500,0,0.06,0.94,0
1000,0.5,0.1,"DML-IVQR-BC",0.5,500,500,0,0.094,0.906,0
1000,0.75,0.1,"DML-IVQR-BC",0.5,500,500,0,0.1,0.9,0
1000,0.9,0.1,"DML-IVQR-BC",0.5,500,500,0,0.058,0.942,0
1000,0.1,0.25,"DML-IVQR-BC",0.5,500,500,0,0.036,0.964,0
1000,0.25,0.25,"DML-IVQR-BC",0.5,500,500,0,0.136,0.864,0
1000,0.5,0.25,"DML-IVQR-BC",0.5,500,500,0,0.286,0.714,0
1000,0.75,0.25,"DML-IVQR-BC",0.5,500,500,0,0.384,0.616,0
1000,0.9,0.25,"DML-IVQR-BC",0.5,500,500,0,0.306,0.694,0
1000,0.1,0.5,"DML-IVQR-BC",0.5,500,500,0,0.148,0.852,0
1000,0.25,0.5,"DML-IVQR-BC",0.5,500,500,0,0.556,0.444,0
1000,0.5,0.5,"DML-IVQR-BC",0.5,500,500,0,0.852,0.148,0
1000,0.75,0.5,"DML-IVQR-BC",0.5,500,500,0,0.958,0.042,0
1000,0.9,0.5,"DML-IVQR-BC",0.5,500,500,0,0.9,0.1,0
1000,0.1,1,"DML-IVQR-BC",0.5,500,500,0,0.696,0.304,0
1000,0.25,1,"DML-IVQR-BC",0.5,500,500,0,0.996,0.004,0
1000,0.5,1,"DML-IVQR-BC",0.5,500,500,0,1,0,0
1000,0.75,1,"DML-IVQR-BC",0.5,500,500,0,1,0,0
1000,0.9,1,"DML-IVQR-BC",0.5,500,500,0,1,0,0
1000,0.1,0.1,"Oracle-GMM",1,500,500,0,0.052,0.948,0
1000,0.25,0.1,"Oracle-GMM",1,500,500,0,0.094,0.906,0
1000,0.5,0.1,"Oracle-GMM",1,500,500,0,0.138,0.862,0
1000,0.75,0.1,"Oracle-GMM",1,500,500,0,0.166,0.834,0
1000,0.9,0.1,"Oracle-GMM",1,500,500,0,0.144,0.856,0
1000,0.1,0.25,"Oracle-GMM",1,500,500,0,0.194,0.806,0
1000,0.25,0.25,"Oracle-GMM",1,500,500,0,0.416,0.584,0
1000,0.5,0.25,"Oracle-GMM",1,500,500,0,0.626,0.374,0
1000,0.75,0.25,"Oracle-GMM",1,500,500,0,0.712,0.288,0
1000,0.9,0.25,"Oracle-GMM",1,500,500,0,0.558,0.442,0
1000,0.1,0.5,"Oracle-GMM",1,500,500,0,0.662,0.338,0
1000,0.25,0.5,"Oracle-GMM",1,500,500,0,0.968,0.032,0
1000,0.5,0.5,"Oracle-GMM",1,500,500,0,1,0,0
1000,0.75,0.5,"Oracle-GMM",1,500,500,0,1,0,0
1000,0.9,0.5,"Oracle-GMM",1,500,500,0,0.998,0.002,0
1000,0.1,1,"Oracle-GMM",1,500,500,0,1,0,0
1000,0.25,1,"Oracle-GMM",1,500,500,0,1,0,0
1000,0.5,1,"Oracle-GMM",1,500,500,0,1,0,0
1000,0.75,1,"Oracle-GMM",1,500,500,0,1,0,0
1000,0.9,1,"Oracle-GMM",1,500,500,0,1,0,0
1000,0.1,0.1,"Full-GMM",1,500,500,0,0.046,0.954,0
1000,0.25,0.1,"Full-GMM",1,500,500,0,0.096,0.904,0
1000,0.5,0.1,"Full-GMM",1,500,500,0,0.16,0.84,0
1000,0.75,0.1,"Full-GMM",1,500,500,0,0.122,0.878,0
1000,0.9,0.1,"Full-GMM",1,500,500,0,0.088,0.912,0
1000,0.1,0.25,"Full-GMM",1,500,500,0,0.096,0.904,0
1000,0.25,0.25,"Full-GMM",1,500,500,0,0.308,0.692,0
1000,0.5,0.25,"Full-GMM",1,500,500,0,0.524,0.476,0
1000,0.75,0.25,"Full-GMM",1,500,500,0,0.548,0.452,0
1000,0.9,0.25,"Full-GMM",1,500,500,0,0.416,0.584,0
1000,0.1,0.5,"Full-GMM",1,500,500,0,0.274,0.726,0
1000,0.25,0.5,"Full-GMM",1,500,500,0,0.824,0.176,0
1000,0.5,0.5,"Full-GMM",1,500,500,0,0.988,0.012,0
1000,0.75,0.5,"Full-GMM",1,500,500,0,0.996,0.004,0
1000,0.9,0.5,"Full-GMM",1,500,500,0,0.936,0.064,0
1000,0.1,1,"Full-GMM",1,500,500,0,0.822,0.178,0
1000,0.25,1,"Full-GMM",1,500,500,0,1,0,0
1000,0.5,1,"Full-GMM",1,500,500,0,1,0,0
1000,0.75,1,"Full-GMM",1,500,500,0,1,0,0
1000,0.9,1,"Full-GMM",1,500,500,0,1,0,0
1000,0.1,0.1,"DML-IVQR-BC",1,500,500,0,0.024,0.976,0
1000,0.25,0.1,"DML-IVQR-BC",1,500,500,0,0.056,0.944,0
1000,0.5,0.1,"DML-IVQR-BC",1,500,500,0,0.08,0.92,0
1000,0.75,0.1,"DML-IVQR-BC",1,500,500,0,0.118,0.882,0
1000,0.9,0.1,"DML-IVQR-BC",1,500,500,0,0.1,0.9,0
1000,0.1,0.25,"DML-IVQR-BC",1,500,500,0,0.058,0.942,0
1000,0.25,0.25,"DML-IVQR-BC",1,500,500,0,0.26,0.74,0
