"n","tau","kappa","estimator","total_replications","successful_profiles","failed_profiles","successful_coverage_evaluations","failed_coverage_evaluations","Bias","MAE","RMSE","Coverage","Size","median_grid_accepted_set_measure","mean_grid_accepted_set_measure","median_accepted_grid_share","mean_accepted_grid_share","mean_number_accepted_grid_points","left_boundary_acceptance_rate","right_boundary_acceptance_rate","either_boundary_acceptance_rate","both_boundaries_acceptance_rate","all_41_acceptance_rate","numerical_failures"
1000,0.1,0.1,"Oracle-GMM",500,500,0,500,0,-0.746951565544601,0.974517882187737,1.37583410383285,0.946,0.054,4,3.7397,1,0.934048780487805,38.296,0.862,0.936,0.986,0.812,0.548,0
1000,0.25,0.1,"Oracle-GMM",500,500,0,500,0,-0.235489750196082,0.69588571300549,0.954208793947851,0.942,0.058,3.9,3.5437,0.975609756097561,0.884536585365854,36.266,0.818,0.84,0.964,0.694,0.454,0
1000,0.5,0.1,"Oracle-GMM",500,500,0,500,0,-0.0438000000000001,0.7354,0.945335919131395,0.942,0.058,3.9,3.5008,0.975609756097561,0.873853658536585,35.828,0.828,0.812,0.916,0.724,0.418,0
1000,0.75,0.1,"Oracle-GMM",500,500,0,500,0,0.256089750196081,0.78768571300549,1.05786738306628,0.946,0.054,3.9,3.6087,0.975609756097561,0.900585365853659,36.924,0.856,0.818,0.956,0.718,0.458,0
1000,0.9,0.1,"Oracle-GMM",500,500,0,500,0,0.652551565544601,0.94771031310892,1.35028980063345,0.964,0.036,4,3.6902,1,0.92190243902439,37.798,0.906,0.886,0.98,0.812,0.58,0
1000,0.1,0.25,"Oracle-GMM",500,500,0,500,0,-0.383551565544601,0.566026869273671,0.934166903412722,0.93,0.07,3.45,3.0769,0.853658536585366,0.764878048780488,31.36,0.556,0.626,0.836,0.346,0.166,0
1000,0.25,0.25,"Oracle-GMM",500,500,0,500,0,-0.131089750196082,0.331689795003922,0.550128132898574,0.948,0.052,2.2,2.2712,0.536585365853659,0.561365853658537,23.016,0.268,0.34,0.5,0.108,0.052,0
1000,0.5,0.25,"Oracle-GMM",500,500,0,500,0,0.0453999999999999,0.2806,0.431300359378473,0.946,0.054,1.9,1.946,0.463414634146341,0.479756097560976,19.67,0.238,0.182,0.342,0.078,0.036,0
1000,0.75,0.25,"Oracle-GMM",500,500,0,500,0,0.186289750196081,0.380881631007059,0.603742189206716,0.934,0.066,2.65,2.4877,0.658536585365854,0.615219512195122,25.224,0.472,0.222,0.568,0.126,0.058,0
1000,0.9,0.25,"Oracle-GMM",500,500,0,500,0,0.491151565544601,0.65831031310892,1.03773681650836,0.952,0.048,3.65,3.2787,0.902439024390244,0.815073170731707,33.418,0.728,0.534,0.864,0.398,0.232,0
1000,0.1,0.5,"Oracle-GMM",500,500,0,500,0,-0.100751565544601,0.193964806651887,0.286604671908341,0.926,0.074,1,1.2909,0.24390243902439,0.316341463414634,12.97,0.05,0.072,0.122,0,0,0
1000,0.25,0.5,"Oracle-GMM",500,500,0,500,0,-0.0292897501960818,0.112604081998431,0.147019894798455,0.934,0.066,0.6,0.6588,0.146341463414634,0.160731707317073,6.59,0,0.004,0.004,0,0,0
1000,0.5,0.5,"Oracle-GMM",500,500,0,500,0,0.0149999999999999,0.093,0.134089522334894,0.936,0.064,0.5,0.5616,0.121951219512195,0.136975609756098,5.616,0,0,0,0,0,0
1000,0.75,0.5,"Oracle-GMM",500,500,0,500,0,0.0554897501960814,0.133502040999216,0.188939441030251,0.916,0.084,0.7,0.8304,0.170731707317073,0.202634146341463,8.308,0.008,0,0.008,0,0,0
1000,0.9,0.5,"Oracle-GMM",500,500,0,500,0,0.211351565544601,0.295100663011493,0.539779069859284,0.94,0.06,1.575,1.8636,0.390243902439024,0.457951219512195,18.776,0.236,0.044,0.27,0.01,0.004,0
1000,0.1,1,"Oracle-GMM",500,500,0,500,0,-0.0543515655446009,0.0929551565544601,0.121054750741758,0.86,0.14,0.4,0.3788,0.0975609756097561,0.092390243902439,3.788,0,0,0,0,0,0
1000,0.25,1,"Oracle-GMM",500,500,0,500,0,-0.0184897501960818,0.0625428609835292,0.0769796782424654,0.874,0.126,0.2,0.2494,0.0487804878048781,0.0608292682926829,2.494,0,0,0,0,0,0
1000,0.5,1,"Oracle-GMM",500,500,0,500,0,0.00679999999999995,0.0472,0.0715541752799932,0.872,0.128,0.2,0.228,0.0487804878048781,0.055609756097561,2.28,0,0,0,0,0,0
1000,0.75,1,"Oracle-GMM",500,500,0,500,0,0.0248897501960815,0.0683224509913725,0.0850843091575841,0.86,0.14,0.3,0.2798,0.0731707317073171,0.0682439024390244,2.798,0,0,0,0,0,0
1000,0.9,1,"Oracle-GMM",500,500,0,500,0,0.0721515655446006,0.109698581992883,0.147707441960576,0.904,0.096,0.5,0.5154,0.121951219512195,0.125707317073171,5.154,0,0,0,0,0,0
1000,0.1,0.1,"Full-GMM",500,500,0,500,0,-1.0737515655446,1.25063784539408,1.58175269385245,0.942,0.058,3.9,3.781,0.975609756097561,0.944682926829268,38.732,0.91,0.934,0.998,0.846,0.358,0
1000,0.25,0.1,"Full-GMM",500,500,0,500,0,-0.409689750196082,0.877893868040785,1.13567893852784,0.962,0.038,3.9,3.6274,0.975609756097561,0.905804878048781,37.138,0.868,0.86,0.974,0.754,0.378,0
1000,0.5,0.1,"Full-GMM",500,500,0,500,0,-0.0120000000000001,0.8396,1.01841052626139,0.948,0.052,3.8,3.5196,0.951219512195122,0.878634146341463,36.024,0.824,0.832,0.934,0.722,0.366,0
1000,0.75,0.1,"Full-GMM",500,500,0,500,0,0.422489750196081,0.907416319032157,1.14673169879477,0.926,0.074,3.9,3.6469,0.975609756097561,0.911024390243902,37.352,0.904,0.862,0.974,0.792,0.38,0
1000,0.9,0.1,"Full-GMM",500,500,0,500,0,1.0499515655446,1.23634475146141,1.58342657865452,0.948,0.052,3.9,3.7673,0.975609756097561,0.941170731707317,38.588,0.924,0.906,0.994,0.836,0.36,0
1000,0.1,0.25,"Full-GMM",500,500,0,500,0,-0.772951565544601,0.914490257918441,1.24190183294729,0.932,0.068,3.5,3.3176,0.878048780487805,0.826048780487805,33.868,0.67,0.714,0.908,0.476,0.092,0
1000,0.25,0.25,"Full-GMM",500,500,0,500,0,-0.232489750196082,0.485673458048628,0.706149760281937,0.956,0.044,2.65,2.6115,0.658536585365854,0.646585365853659,26.51,0.382,0.408,0.606,0.184,0.046,0
1000,0.5,0.25,"Full-GMM",500,500,0,500,0,0.0293999999999999,0.3718,0.50029991005396,0.936,0.064,2.2,2.2766,0.536585365853659,0.561609756097561,23.026,0.286,0.234,0.42,0.1,0.03,0
1000,0.75,0.25,"Full-GMM",500,500,0,500,0,0.304289750196081,0.516587745043138,0.74458324724264,0.928,0.072,2.9,2.7908,0.707317073170732,0.690731707317073,28.32,0.516,0.308,0.628,0.196,0.046,0
1000,0.9,0.25,"Full-GMM",500,500,0,500,0,0.900951565544601,1.05784957651012,1.38852344721192,0.92,0.08,3.6,3.4621,0.902439024390244,0.862243902439024,35.352,0.796,0.666,0.94,0.522,0.142,0
1000,0.1,0.5,"Full-GMM",500,500,0,500,0,-0.407151565544601,0.465466795686366,0.630013521541736,0.804,0.196,1.9,1.941,0.463414634146341,0.477170731707317,19.564,0.176,0.132,0.292,0.016,0.002,0
1000,0.25,0.5,"Full-GMM",500,500,0,500,0,-0.114489750196082,0.201444884059609,0.258665619864645,0.908,0.092,1,1.0199,0.24390243902439,0.248878048780488,10.204,0.002,0.008,0.01,0,0,0
1000,0.5,0.5,"Full-GMM",500,500,0,500,0,0.0135999999999999,0.1508,0.198695747312317,0.946,0.054,0.8,0.8331,0.195121951219512,0.203219512195122,8.332,0.002,0,0.002,0,0,0
1000,0.75,0.5,"Full-GMM",500,500,0,500,0,0.175489750196081,0.244489777080786,0.332469024758523,0.922,0.078,1.1,1.2173,0.268292682926829,0.297024390243902,12.178,0.01,0,0.01,0,0,0
1000,0.9,0.5,"Full-GMM",500,500,0,500,0,0.583551565544601,0.62912885830815,0.870912412157247,0.834,0.166,2.45,2.4175,0.609756097560976,0.594780487804878,24.386,0.274,0.148,0.374,0.048,0,0
1000,0.1,1,"Full-GMM",500,500,0,500,0,-0.329351565544601,0.337429521319643,0.387049885320587,0.502,0.498,0.8,0.7664,0.195121951219512,0.186926829268293,7.664,0,0,0,0,0,0
1000,0.25,1,"Full-GMM",500,500,0,500,0,-0.0978897501960818,0.126253039094904,0.153149741081894,0.79,0.21,0.4,0.4328,0.0975609756097561,0.105560975609756,4.328,0,0,0,0,0,0
1000,0.5,1,"Full-GMM",500,500,0,500,0,0.00699999999999994,0.0718,0.100498756211209,0.896,0.104,0.4,0.369,0.0975609756097561,0.09,3.69,0,0,0,0,0,0
1000,0.75,1,"Full-GMM",500,500,0,500,0,0.125689750196081,0.150640793099609,0.185947501473812,0.79,0.21,0.5,0.5182,0.121951219512195,0.126390243902439,5.182,0,0,0,0,0,0
1000,0.9,1,"Full-GMM",500,500,0,500,0,0.386751565544601,0.396934346368357,0.465434993797415,0.53,0.47,1,1.0349,0.24390243902439,0.252439024390244,10.35,0.002,0,0.002,0,0,0
1000,0.1,0.1,"DML-IVQR-BC",500,500,0,500,0,-0.932351565544601,1.14618959490695,1.513994320258,0.936,0.064,4,3.8257,1,0.954829268292683,39.148,0.814,0.968,0.992,0.79,0.528,0
1000,0.25,0.1,"DML-IVQR-BC",500,500,0,500,0,-0.490489750196082,0.861730606026667,1.15666944069921,0.954,0.046,3.9,3.6369,0.975609756097561,0.907707317073171,37.216,0.756,0.938,0.978,0.716,0.488,0
1000,0.5,0.1,"DML-IVQR-BC",500,500,0,500,0,-0.1952,0.7792,0.990858213873206,0.942,0.058,3.9,3.5145,0.975609756097561,0.876975609756098,35.956,0.74,0.882,0.926,0.696,0.428,0
1000,0.75,0.1,"DML-IVQR-BC",500,500,0,500,0,0.136489750196081,0.75311428699451,0.982255288562291,0.93,0.07,3.85,3.5189,0.951219512195122,0.878292682926829,36.01,0.77,0.872,0.96,0.682,0.412,0
1000,0.9,0.1,"DML-IVQR-BC",500,500,0,500,0,0.519151565544601,0.831417219176244,1.19122818469318,0.94,0.06,4,3.604,1,0.900390243902439,36.916,0.838,0.914,0.986,0.766,0.506,0
1000,0.1,0.25,"DML-IVQR-BC",500,500,0,500,0,-0.681151565544601,0.843801326022986,1.2286607730549,0.95,0.05,3.75,3.5774,0.926829268292683,0.89009756097561,36.494,0.536,0.904,0.956,0.484,0.26,0
1000,0.25,0.25,"DML-IVQR-BC",500,500,0,500,0,-0.198689750196082,0.405281631007059,0.647450366308477,0.962,0.038,2.85,2.6692,0.707317073170732,0.660780487804878,27.092,0.206,0.594,0.652,0.148,0.062,0
1000,0.5,0.25,"DML-IVQR-BC",500,500,0,500,0,-0.00340000000000011,0.3058,0.447995535692042,0.948,0.052,2.025,2.0677,0.5,0.510390243902439,20.926,0.146,0.352,0.408,0.09,0.04,0
1000,0.75,0.25,"DML-IVQR-BC",500,500,0,500,0,0.131889750196081,0.33553877002353,0.516255892176336,0.916,0.084,2.25,2.2659,0.560975609756098,0.560390243902439,22.976,0.314,0.32,0.498,0.136,0.054,0
1000,0.9,0.25,"DML-IVQR-BC",500,500,0,500,0,0.417151565544601,0.579677200779418,0.926859249636271,0.922,0.078,3.35,2.9861,0.829268292682927,0.742341463414634,30.436,0.574,0.576,0.808,0.342,0.174,0
1000,0.1,0.5,"DML-IVQR-BC",500,500,0,500,0,-0.158951565544601,0.306324125243568,0.482177187545284,0.948,0.052,2.225,2.283,0.548780487804878,0.561951219512195,23.04,0.088,0.332,0.398,0.022,0.006,0
1000,0.25,0.5,"DML-IVQR-BC",500,500,0,500,0,-8.97501960818021e-05,0.144930623949803,0.198052134689575,0.952,0.048,0.8,0.9155,0.195121951219512,0.223463414634146,9.162,0,0.014,0.014,0,0,0
1000,0.5,0.5,"DML-IVQR-BC",500,500,0,500,0,0.0591999999999999,0.1188,0.159624559513879,0.918,0.082,0.6,0.6414,0.146341463414634,0.156439024390244,6.414,0,0,0,0,0,0
1000,0.75,0.5,"DML-IVQR-BC",500,500,0,500,0,0.111089750196081,0.149093859079217,0.203030472093791,0.842,0.158,0.7,0.7372,0.170731707317073,0.179853658536585,7.374,0.004,0,0.004,0,0,0
1000,0.9,0.5,"DML-IVQR-BC",500,500,0,500,0,0.225551565544601,0.259933020345371,0.396405737495839,0.844,0.156,1.1,1.4138,0.268292682926829,0.346487804878049,14.206,0.106,0.03,0.134,0.002,0,0
1000,0.1,1,"DML-IVQR-BC",500,500,0,500,0,-0.00495156554460087,0.116953830531474,0.150123142790652,0.968,0.032,0.6,0.6678,0.146341463414634,0.162878048780488,6.678,0,0,0,0,0,0
1000,0.25,1,"DML-IVQR-BC",500,500,0,500,0,0.0437102498039182,0.0784081908815666,0.0965367595163673,0.894,0.106,0.3,0.3412,0.0731707317073171,0.083219512195122,3.412,0,0,0,0,0,0
1000,0.5,1,"DML-IVQR-BC",500,500,0,500,0,0.0703999999999999,0.0791999999999999,0.103537432844358,0.776,0.224,0.3,0.2608,0.0731707317073171,0.063609756097561,2.608,0,0,0,0,0,0
1000,0.75,1,"DML-IVQR-BC",500,500,0,500,0,0.104689750196081,0.113330579141963,0.13292066730241,0.632,0.368,0.3,0.2826,0.0731707317073171,0.0689268292682927,2.826,0,0,0,0,0,0
1000,0.9,1,"DML-IVQR-BC",500,500,0,500,0,0.183151565544601,0.18583917141707,0.215364658106752,0.498,0.502,0.4,0.4456,0.0975609756097561,0.108682926829268,4.456,0,0,0,0,0,0
