"n","replication","tau","kappa","estimator","alpha_true","alpha_hat","signed_error","bias","absolute_error","squared_error","W_true","covered","rejected_true","grid_accepted_set_measure","accepted_grid_share","left_boundary_accepted","right_boundary_accepted","either_boundary_accepted","both_boundaries_accepted","all_41_grid_points_accepted","number_accepted_grid_points","profile_failed","coverage_failed","failed"
1000,1,0.1,1,"Oracle-GMM",-0.281551565544601,-0.1,0.181551565544601,-0.181551565544601,0.181551565544601,0.0329609709516955,1.33744449014635,TRUE,FALSE,0.5,0.121951219512195,FALSE,FALSE,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE
1000,1,0.1,1,"Full-GMM",-0.281551565544601,0.3,0.581551565544601,-0.581551565544601,0.581551565544601,0.338202223387376,0.0070067871405299,TRUE,FALSE,0.8,0.195121951219512,FALSE,FALSE,FALSE,FALSE,FALSE,8,FALSE,FALSE,FALSE
1000,1,0.1,1,"DML-IVQR-BC",-0.281551565544601,-0.5,-0.218448434455399,0.218448434455399,0.218448434455399,0.0477197185160148,3.17013335539216,TRUE,FALSE,0.4,0.0975609756097561,FALSE,FALSE,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE
1000,1,0.25,1,"Oracle-GMM",0.325510249803918,0.3,-0.0255102498039183,0.0255102498039183,0.0255102498039183,0.000650772845058311,0.670932522102318,TRUE,FALSE,0.1,0.024390243902439,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE
1000,1,0.25,1,"Full-GMM",0.325510249803918,0.4,0.0744897501960818,-0.0744897501960818,0.0744897501960818,0.00554872288427467,3.02380525780304,TRUE,FALSE,0.3,0.0731707317073171,FALSE,FALSE,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE
1000,1,0.25,1,"DML-IVQR-BC",0.325510249803918,0.2,-0.125510249803918,0.125510249803918,0.125510249803918,0.0157528228058419,5.40819432378587,TRUE,FALSE,0.4,0.0975609756097561,FALSE,FALSE,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE
1000,1,0.5,1,"Oracle-GMM",1,0.9,-0.0999999999999999,0.0999999999999999,0.0999999999999999,0.00999999999999997,5.69071882193999,TRUE,FALSE,0.2,0.0487804878048781,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE
1000,1,0.5,1,"Full-GMM",1,1,0,0,0,0,0.335410963224748,TRUE,FALSE,0.5,0.121951219512195,FALSE,FALSE,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE
1000,1,0.5,1,"DML-IVQR-BC",1,0.8,-0.2,0.2,0.2,0.04,7.13381317128765,FALSE,TRUE,0.2,0.0487804878048781,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE
1000,1,0.75,1,"Oracle-GMM",1.67448975019608,1.5,-0.174489750196082,0.174489750196082,0.174489750196082,0.030446672923491,4.28472977957868,TRUE,FALSE,0.3,0.0731707317073171,FALSE,FALSE,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE
1000,1,0.75,1,"Full-GMM",1.67448975019608,1.6,-0.0744897501960815,0.0744897501960815,0.0744897501960815,0.00554872288427462,13.1058182280395,FALSE,TRUE,0.5,0.121951219512195,FALSE,FALSE,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE
1000,1,0.75,1,"DML-IVQR-BC",1.67448975019608,1.5,-0.174489750196082,0.174489750196082,0.174489750196082,0.030446672923491,13.0398217294066,FALSE,TRUE,0.2,0.0487804878048781,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE
1000,1,0.9,1,"Oracle-GMM",2.2815515655446,2.1,-0.181551565544601,0.181551565544601,0.181551565544601,0.0329609709516955,0.54238932417516,TRUE,FALSE,0.6,0.146341463414634,FALSE,FALSE,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE
1000,1,0.9,1,"Full-GMM",2.2815515655446,1.6,-0.681551565544601,0.681551565544601,0.681551565544601,0.464512536496296,1.00443780274048,TRUE,FALSE,1.4,0.341463414634146,FALSE,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE
1000,1,0.9,1,"DML-IVQR-BC",2.2815515655446,2,-0.281551565544601,0.281551565544601,0.281551565544601,0.0792712840606156,10.8746746972754,FALSE,TRUE,0.4,0.0975609756097561,FALSE,FALSE,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE
1000,1,0.1,0.5,"Oracle-GMM",-0.281551565544601,0,0.281551565544601,-0.281551565544601,0.281551565544601,0.0792712840606156,3.97055948669467,TRUE,FALSE,1.1,0.268292682926829,FALSE,FALSE,FALSE,FALSE,FALSE,11,FALSE,FALSE,FALSE
1000,1,0.1,0.5,"Full-GMM",-0.281551565544601,0.2,0.481551565544601,-0.481551565544601,0.481551565544601,0.231891910278456,6.58054311599139,FALSE,TRUE,2.1,0.51219512195122,FALSE,FALSE,FALSE,FALSE,FALSE,21,FALSE,FALSE,FALSE
1000,1,0.1,0.5,"DML-IVQR-BC",-0.281551565544601,0,0.281551565544601,-0.281551565544601,0.281551565544601,0.0792712840606156,2.26093592723993,TRUE,FALSE,3.05,0.75609756097561,FALSE,TRUE,TRUE,FALSE,FALSE,31,FALSE,FALSE,FALSE
1000,1,0.25,0.5,"Oracle-GMM",0.325510249803918,0.3,-0.0255102498039183,0.0255102498039183,0.0255102498039183,0.000650772845058311,0.494204763034416,TRUE,FALSE,0.5,0.121951219512195,FALSE,FALSE,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE
1000,1,0.25,0.5,"Full-GMM",0.325510249803918,0.5,0.174489750196082,-0.174489750196082,0.174489750196082,0.030446672923491,1.27486080972702,TRUE,FALSE,0.7,0.170731707317073,FALSE,FALSE,FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE
1000,1,0.25,0.5,"DML-IVQR-BC",0.325510249803918,0.4,0.0744897501960818,-0.0744897501960818,0.0744897501960818,0.00554872288427467,0.067985172265193,TRUE,FALSE,0.7,0.170731707317073,FALSE,FALSE,FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE
1000,1,0.5,0.5,"Oracle-GMM",1,0.9,-0.0999999999999999,0.0999999999999999,0.0999999999999999,0.00999999999999997,1.94911278973413,TRUE,FALSE,0.4,0.0975609756097561,FALSE,FALSE,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE
1000,1,0.5,0.5,"Full-GMM",1,0.9,-0.0999999999999999,0.0999999999999999,0.0999999999999999,0.00999999999999997,1.76285826393209,TRUE,FALSE,0.7,0.170731707317073,FALSE,FALSE,FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE
1000,1,0.5,0.5,"DML-IVQR-BC",1,0.8,-0.2,0.2,0.2,0.04,2.79458982814817,TRUE,FALSE,0.5,0.121951219512195,FALSE,FALSE,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE
1000,1,0.75,0.5,"Oracle-GMM",1.67448975019608,1.5,-0.174489750196082,0.174489750196082,0.174489750196082,0.030446672923491,1.37685432314087,TRUE,FALSE,1.4,0.341463414634146,FALSE,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE
1000,1,0.75,0.5,"Full-GMM",1.67448975019608,1.4,-0.274489750196081,0.274489750196081,0.274489750196081,0.0753446229627071,2.03411274278982,TRUE,FALSE,1.2,0.292682926829268,FALSE,FALSE,FALSE,FALSE,FALSE,12,FALSE,FALSE,FALSE
1000,1,0.75,0.5,"DML-IVQR-BC",1.67448975019608,1.4,-0.274489750196081,0.274489750196081,0.274489750196081,0.0753446229627071,4.93589303599714,TRUE,FALSE,0.9,0.219512195121951,FALSE,FALSE,FALSE,FALSE,FALSE,9,FALSE,FALSE,FALSE
1000,1,0.9,0.5,"Oracle-GMM",2.2815515655446,2.1,-0.181551565544601,0.181551565544601,0.181551565544601,0.0329609709516955,0.438592925710315,TRUE,FALSE,3.2,0.780487804878049,FALSE,FALSE,FALSE,FALSE,FALSE,32,FALSE,FALSE,FALSE
1000,1,0.9,0.5,"Full-GMM",2.2815515655446,1.6,-0.681551565544601,0.681551565544601,0.681551565544601,0.464512536496296,3.46253364084068,TRUE,FALSE,1.8,0.439024390243902,FALSE,FALSE,FALSE,FALSE,FALSE,18,FALSE,FALSE,FALSE
1000,1,0.9,0.5,"DML-IVQR-BC",2.2815515655446,2,-0.281551565544601,0.281551565544601,0.281551565544601,0.0792712840606156,4.19287001242386,TRUE,FALSE,1.5,0.365853658536585,FALSE,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE
1000,1,0.1,0.25,"Oracle-GMM",-0.281551565544601,0.5,0.781551565544601,-0.781551565544601,0.781551565544601,0.610822849605216,3.078538304962,TRUE,FALSE,3.9,0.975609756097561,TRUE,TRUE,TRUE,TRUE,FALSE,40,FALSE,FALSE,FALSE
1000,1,0.1,0.25,"Full-GMM",-0.281551565544601,0,0.281551565544601,-0.281551565544601,0.281551565544601,0.0792712840606156,3.04275045658265,TRUE,FALSE,3.85,0.951219512195122,FALSE,TRUE,TRUE,FALSE,FALSE,39,FALSE,FALSE,FALSE
1000,1,0.1,0.25,"DML-IVQR-BC",-0.281551565544601,1.5,1.7815515655446,-1.7815515655446,1.7815515655446,3.17392598069442,2.47712167140384,TRUE,FALSE,4,1,TRUE,TRUE,TRUE,TRUE,TRUE,41,FALSE,FALSE,FALSE
1000,1,0.25,0.25,"Oracle-GMM",0.325510249803918,0.4,0.0744897501960818,-0.0744897501960818,0.0744897501960818,0.00554872288427467,0.0951028007122156,TRUE,FALSE,2.55,0.634146341463415,FALSE,TRUE,TRUE,FALSE,FALSE,26,FALSE,FALSE,FALSE
1000,1,0.25,0.25,"Full-GMM",0.325510249803918,0.6,0.274489750196082,-0.274489750196082,0.274489750196082,0.0753446229627074,0.919014681749889,TRUE,FALSE,2.2,0.536585365853659,FALSE,FALSE,FALSE,FALSE,FALSE,22,FALSE,FALSE,FALSE
1000,1,0.25,0.25,"DML-IVQR-BC",0.325510249803918,0.5,0.174489750196082,-0.174489750196082,0.174489750196082,0.030446672923491,0.0916699085110072,TRUE,FALSE,2.65,0.658536585365854,FALSE,TRUE,TRUE,FALSE,FALSE,27,FALSE,FALSE,FALSE
1000,1,0.5,0.25,"Oracle-GMM",1,0.8,-0.2,0.2,0.2,0.04,1.67894151314596,TRUE,FALSE,2.6,0.634146341463415,FALSE,FALSE,FALSE,FALSE,FALSE,26,FALSE,FALSE,FALSE
1000,1,0.5,0.25,"Full-GMM",1,0.7,-0.3,0.3,0.3,0.0899999999999999,1.06345567963383,TRUE,FALSE,1.8,0.439024390243902,FALSE,FALSE,FALSE,FALSE,FALSE,18,FALSE,FALSE,FALSE
1000,1,0.5,0.25,"DML-IVQR-BC",1,0.7,-0.3,0.3,0.3,0.0899999999999999,3.04912885829296,TRUE,FALSE,1.5,0.365853658536585,FALSE,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE
1000,1,0.75,0.25,"Oracle-GMM",1.67448975019608,1.5,-0.174489750196082,0.174489750196082,0.174489750196082,0.030446672923491,1.29421358436246,TRUE,FALSE,2.85,0.707317073170732,TRUE,FALSE,TRUE,FALSE,FALSE,29,FALSE,FALSE,FALSE
1000,1,0.75,0.25,"Full-GMM",1.67448975019608,1.5,-0.174489750196082,0.174489750196082,0.174489750196082,0.030446672923491,2.18657479367148,TRUE,FALSE,2.75,0.682926829268293,TRUE,FALSE,TRUE,FALSE,FALSE,28,FALSE,FALSE,FALSE
1000,1,0.75,0.25,"DML-IVQR-BC",1.67448975019608,1.4,-0.274489750196081,0.274489750196081,0.274489750196081,0.0753446229627071,1.21427717596604,TRUE,FALSE,2.95,0.731707317073171,TRUE,FALSE,TRUE,FALSE,FALSE,30,FALSE,FALSE,FALSE
1000,1,0.9,0.25,"Oracle-GMM",2.2815515655446,2.5,0.218448434455399,-0.218448434455399,0.218448434455399,0.0477197185160148,0.00756037577016461,TRUE,FALSE,4,1,TRUE,TRUE,TRUE,TRUE,TRUE,41,FALSE,FALSE,FALSE
1000,1,0.9,0.25,"Full-GMM",2.2815515655446,2,-0.281551565544601,0.281551565544601,0.281551565544601,0.0792712840606156,0.757645309784418,TRUE,FALSE,3.5,0.878048780487805,TRUE,TRUE,TRUE,TRUE,FALSE,36,FALSE,FALSE,FALSE
1000,1,0.9,0.25,"DML-IVQR-BC",2.2815515655446,2,-0.281551565544601,0.281551565544601,0.281551565544601,0.0792712840606156,2.42005236095926,TRUE,FALSE,4,1,TRUE,TRUE,TRUE,TRUE,TRUE,41,FALSE,FALSE,FALSE
1000,1,0.1,0.1,"Oracle-GMM",-0.281551565544601,0.5,0.781551565544601,-0.781551565544601,0.781551565544601,0.610822849605216,2.15479255690381,TRUE,FALSE,4,1,TRUE,TRUE,TRUE,TRUE,TRUE,41,FALSE,FALSE,FALSE
1000,1,0.1,0.1,"Full-GMM",-0.281551565544601,1.5,1.7815515655446,-1.7815515655446,1.7815515655446,3.17392598069442,0.973854755049595,TRUE,FALSE,3.95,0.975609756097561,FALSE,TRUE,TRUE,FALSE,FALSE,40,FALSE,FALSE,FALSE
1000,1,0.1,0.1,"DML-IVQR-BC",-0.281551565544601,2.2,2.4815515655446,-2.4815515655446,2.4815515655446,6.15809817245686,3.08535115418297,TRUE,FALSE,4,1,TRUE,TRUE,TRUE,TRUE,TRUE,41,FALSE,FALSE,FALSE
1000,1,0.25,0.1,"Oracle-GMM",0.325510249803918,0.5,0.174489750196082,-0.174489750196082,0.174489750196082,0.030446672923491,0.203326423418044,TRUE,FALSE,4,1,TRUE,TRUE,TRUE,TRUE,TRUE,41,FALSE,FALSE,FALSE
1000,1,0.25,0.1,"Full-GMM",0.325510249803918,-1,-1.32551024980392,1.32551024980392,1.32551024980392,1.75697742233525,0.397804539585829,TRUE,FALSE,4,1,TRUE,TRUE,TRUE,TRUE,TRUE,41,FALSE,FALSE,FALSE
1000,1,0.25,0.1,"DML-IVQR-BC",0.325510249803918,1.6,1.27448975019608,-1.27448975019608,1.27448975019608,1.62432412335487,1.05420133806525,TRUE,FALSE,4,1,TRUE,TRUE,TRUE,TRUE,TRUE,41,FALSE,FALSE,FALSE
1000,1,0.5,0.1,"Oracle-GMM",1,0.5,-0.5,0.5,0.5,0.25,0.767235209998889,TRUE,FALSE,4,1,TRUE,TRUE,TRUE,TRUE,TRUE,41,FALSE,FALSE,FALSE
1000,1,0.5,0.1,"Full-GMM",1,1.1,0.1,-0.1,0.1,0.01,0.28479614458559,TRUE,FALSE,4,1,TRUE,TRUE,TRUE,TRUE,TRUE,41,FALSE,FALSE,FALSE
1000,1,0.5,0.1,"DML-IVQR-BC",1,0.7,-0.3,0.3,0.3,0.0899999999999999,1.96848110411932,TRUE,FALSE,4,1,TRUE,TRUE,TRUE,TRUE,TRUE,41,FALSE,FALSE,FALSE
