"repository_commit","R_version","run_start","run_end","runtime_seconds","result_rows","design_cells","primary_cells","figures","critical_value"
"2cffcc34270efd2259cbf53b9454b261b0a9dead","R version 3.4.3 (2017-11-30)","2026-09-02 11:44:07 PKT","2026-09-02 11:44:12 PKT",4.76062488555908,60000,120,9,28,5.99146454710798
